job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,education_required,years_experience,posting_date,application_deadline,company_name,industry,benefits_score
Ai Architect,234625,Executive-Level,Part-Time,NETHERLANDS,Large,Hybrid,"git, python, nlp, tensorflow, aws",Bachelor,15,17-09-2024,25-11-2024,Quantum Computing Inc,Healthcare,6.4
Data Engineer,118185,Senior-Level,Part-Time,UNITED KINGDOM,Medium,Fully remote,"computer vision, git, hadoop, java",Associate,8,17-01-2025,13-02-2025,Advanced Robotics,Gaming,9.1
Deep Learning Engineer,66948,Entry-Level,Freelance,DENMARK,Small,Fully remote,"deep learning, scala, data visualization",Master,0,27-09-2024,26-11-2024,Digital Transformation LLC,Healthcare,5.1
Autonomous Systems Engineer,64481,Entry-Level,Freelance,FRANCE,Small,Fully remote,"python, hadoop, gcp",PhD,1,02-05-2024,22-05-2024,Future Systems,Consulting,6.6
Research Scientist,153732,Mid-Level,Full-Time,SWITZERLAND,Large,on-site,"mlops, spark, scala, java, azure",PhD,3,10-03-2025,03-05-2025,Algorithmic Solutions,Consulting,6.4
Computer Vision Engineer,130492,Senior-Level,Full-Time,IRELAND,Small,Hybrid,"python, data visualization, kubernetes",Associate,8,16-02-2024,26-03-2024,Neural Networks Co,Education,7.4
Nlp Engineer,116529,Mid-Level,Full-Time,SWEDEN,Large,Hybrid,"sql, mlops, computer vision, data visualization",Bachelor,2,12-12-2024,19-01-2025,Algorithmic Solutions,Gaming,6.1
Autonomous Systems Engineer,125193,Senior-Level,Full-Time,AUSTRALIA,Large,Fully remote,"aws, java, docker",Bachelor,6,21-03-2025,16-05-2025,Smart Analytics,Government,7.8
Ml Ops Engineer,153136,Senior-Level,Part-Time,NETHERLANDS,Large,on-site,"python, kubernetes, mathematics, data visualization, aws",Associate,9,28-08-2024,01-11-2024,Advanced Robotics,Media,7.7
Data Analyst,174479,Executive-Level,Full-Time,UNITED STATES,Small,Hybrid,"python, hadoop, linux, tableau, computer vision",Bachelor,12,24-01-2024,18-03-2024,Machine Intelligence Group,Government,7.5
Machine Learning Researcher,137316,Senior-Level,Part-Time,AUSTRALIA,Medium,Hybrid,"deep learning, spark, aws, azure",Bachelor,8,04-05-2024,13-06-2024,DeepTech Ventures,Gaming,9.3
Deep Learning Engineer,160330,Senior-Level,Freelance,NORWAY,Small,Fully remote,"r, statistics, scala, aws, computer vision",Bachelor,7,05-04-2024,14-05-2024,TechCorp Inc,Government,5.6
Ai Architect,41342,Mid-Level,Freelance,CHINA,Large,Fully remote,"python, git, scala, gcp, kubernetes",Bachelor,3,18-03-2025,15-05-2025,DataVision Ltd,Education,6.3
Autonomous Systems Engineer,31869,Entry-Level,Contract,CHINA,Small,Fully remote,"sql, linux, pytorch, gcp, r",Associate,1,11-11-2024,20-01-2025,Cloud AI Solutions,Education,5.2
Autonomous Systems Engineer,190329,Senior-Level,Freelance,UNITED STATES,Large,on-site,"r, python, docker, sql",PhD,5,18-05-2024,04-06-2024,DataVision Ltd,Media,8
Research Scientist,80831,Entry-Level,Full-Time,FINLAND,Large,Hybrid,"git, r, mlops",Bachelor,1,01-07-2024,20-07-2024,Cloud AI Solutions,Gaming,7.2
Ai Product Manager,102054,Senior-Level,Full-Time,SWEDEN,Small,Fully remote,"docker, linux, mlops, sql, deep learning",Bachelor,7,22-03-2025,19-04-2025,Future Systems,Media,9.2
Computer Vision Engineer,198047,Executive-Level,Part-Time,SOUTH KOREA,Medium,Fully remote,"kubernetes, tableau, python",Bachelor,12,27-05-2024,15-07-2024,Predictive Systems,Healthcare,6.6
Nlp Engineer,70324,Entry-Level,Contract,UNITED STATES,Medium,on-site,"linux, docker, pytorch, spark",Master,0,24-03-2024,02-06-2024,Future Systems,Education,9.9
Ai Consultant,61593,Entry-Level,Freelance,IRELAND,Medium,on-site,"python, tensorflow, kubernetes",Associate,0,15-07-2024,30-08-2024,Smart Analytics,Energy,7.4
Nlp Engineer,225178,Executive-Level,Freelance,AUSTRIA,Medium,Fully remote,"python, data visualization, tableau, java",Master,17,10-07-2024,13-08-2024,Algorithmic Solutions,Healthcare,7.2
Machine Learning Engineer,119102,Senior-Level,Freelance,CANADA,Medium,Hybrid,"statistics, linux, python, java, scala",PhD,9,13-03-2025,11-05-2025,Smart Analytics,Telecommunications,8.1
Ai Architect,188552,Executive-Level,Contract,FINLAND,Small,on-site,"docker, computer vision, python",Associate,10,16-04-2025,28-05-2025,Algorithmic Solutions,Automotive,7.3
Head Of Ai,226063,Senior-Level,Contract,SWITZERLAND,Large,on-site,"scala, hadoop, deep learning",Master,5,23-02-2025,07-04-2025,DataVision Ltd,Technology,5.1
Ai Product Manager,62015,Mid-Level,Contract,ISRAEL,Small,Hybrid,"python, scala, pytorch, statistics",PhD,3,08-11-2024,28-12-2024,Cognitive Computing,Technology,9.2
Computer Vision Engineer,93014,Mid-Level,Full-Time,CANADA,Medium,on-site,"mlops, sql, pytorch, mathematics",PhD,3,12-10-2024,05-11-2024,Cloud AI Solutions,Energy,8.5
Machine Learning Researcher,128718,Senior-Level,Part-Time,SINGAPORE,Medium,Hybrid,"mathematics, hadoop, aws, statistics",Associate,7,15-12-2024,03-02-2025,Autonomous Tech,Manufacturing,9.6
Data Engineer,66805,Entry-Level,Contract,AUSTRIA,Medium,on-site,"spark, git, deep learning, statistics",Associate,1,23-01-2024,23-02-2024,Autonomous Tech,Real Estate,5.2
Ml Ops Engineer,90978,Entry-Level,Full-Time,NORWAY,Small,Hybrid,"python, aws, data visualization, spark, mlops",Bachelor,1,14-06-2024,04-08-2024,Advanced Robotics,Finance,8.6
Data Scientist,139567,Senior-Level,Part-Time,IRELAND,Large,on-site,"pytorch, azure, docker, gcp",Associate,5,17-11-2024,05-12-2024,Neural Networks Co,Healthcare,9.1
Machine Learning Engineer,133001,Mid-Level,Freelance,DENMARK,Medium,Fully remote,"git, linux, python",Master,3,02-04-2024,01-06-2024,Advanced Robotics,Healthcare,7.5
Ai Product Manager,117366,Senior-Level,Full-Time,NETHERLANDS,Small,Fully remote,"statistics, tensorflow, aws",Bachelor,5,07-02-2025,23-03-2025,Quantum Computing Inc,Retail,8.1
Machine Learning Engineer,56948,Entry-Level,Part-Time,SOUTH KOREA,Small,Fully remote,"statistics, sql, scala, pytorch, git",Associate,1,04-04-2025,18-05-2025,Digital Transformation LLC,Retail,7.3
Ai Product Manager,271210,Executive-Level,Part-Time,SINGAPORE,Large,Fully remote,"computer vision, scala, sql, pytorch, r",Master,11,23-06-2024,15-07-2024,Cloud AI Solutions,Media,9.2
Nlp Engineer,108474,Mid-Level,Contract,FRANCE,Large,on-site,"git, sql, tableau, deep learning",Master,3,09-10-2024,12-11-2024,TechCorp Inc,Government,7.2
Data Engineer,74225,Mid-Level,Part-Time,IRELAND,Medium,on-site,"pytorch, statistics, docker, kubernetes",Associate,2,21-08-2024,13-10-2024,DataVision Ltd,Education,8.7
Ai Research Scientist,97911,Senior-Level,Part-Time,CANADA,Small,on-site,"sql, r, tableau, kubernetes",Master,9,28-02-2024,31-03-2024,Cognitive Computing,Education,9.1
Deep Learning Engineer,87471,Mid-Level,Part-Time,FINLAND,Large,Hybrid,"git, azure, statistics",Master,3,05-06-2024,19-06-2024,Digital Transformation LLC,Technology,5.3
Ai Consultant,66358,Mid-Level,Freelance,SOUTH KOREA,Medium,on-site,"kubernetes, deep learning, python, data visualization, mathematics",Master,3,18-05-2024,25-07-2024,Predictive Systems,Transportation,8.5
Ai Research Scientist,67502,Entry-Level,Contract,IRELAND,Large,Hybrid,"statistics, docker, python, hadoop, git",Associate,0,09-01-2024,30-01-2024,Cognitive Computing,Healthcare,7
Ai Architect,84581,Mid-Level,Freelance,IRELAND,Medium,Hybrid,"linux, java, r",PhD,2,10-10-2024,21-12-2024,Machine Intelligence Group,Energy,10
Autonomous Systems Engineer,94615,Entry-Level,Full-Time,UNITED STATES,Medium,on-site,"pytorch, scala, linux",Associate,0,20-09-2024,27-11-2024,Algorithmic Solutions,Consulting,5.3
Computer Vision Engineer,126277,Senior-Level,Freelance,NETHERLANDS,Small,Fully remote,"python, tensorflow, tableau, azure, statistics",Master,9,28-03-2025,13-05-2025,Smart Analytics,Manufacturing,6.5
Autonomous Systems Engineer,108046,Mid-Level,Full-Time,NETHERLANDS,Medium,Fully remote,"deep learning, aws, hadoop",Master,4,22-10-2024,19-12-2024,Predictive Systems,Consulting,9.5
Machine Learning Researcher,214302,Executive-Level,Full-Time,NETHERLANDS,Small,Hybrid,"spark, docker, data visualization, nlp",Associate,16,23-04-2025,19-05-2025,Predictive Systems,Retail,8.9
Head Of Ai,60614,Entry-Level,Freelance,FINLAND,Small,Fully remote,"linux, docker, mlops",PhD,0,24-02-2024,28-04-2024,Advanced Robotics,Education,7
Robotics Engineer,126247,Senior-Level,Full-Time,SINGAPORE,Small,Fully remote,"pytorch, python, docker",Master,8,11-10-2024,08-11-2024,Smart Analytics,Finance,6.3
Research Scientist,153207,Senior-Level,Contract,DENMARK,Small,on-site,"python, java, git",Bachelor,9,07-11-2024,02-01-2025,DataVision Ltd,Transportation,5.6
Nlp Engineer,91093,Mid-Level,Contract,AUSTRIA,Medium,on-site,"deep learning, mathematics, java, spark, nlp",PhD,4,13-06-2024,02-08-2024,Advanced Robotics,Technology,7.1
Data Analyst,177639,Executive-Level,Freelance,DENMARK,Small,Fully remote,"deep learning, linux, kubernetes",PhD,13,11-11-2024,28-12-2024,Neural Networks Co,Real Estate,7.9
Ai Architect,72729,Entry-Level,Part-Time,NETHERLANDS,Medium,Hybrid,"docker, kubernetes, scala, git, mathematics",Bachelor,1,17-08-2024,07-09-2024,Predictive Systems,Real Estate,5.5
Ml Ops Engineer,231764,Executive-Level,Part-Time,NETHERLANDS,Small,Hybrid,"kubernetes, spark, scala, data visualization",Master,14,28-07-2024,25-08-2024,Cloud AI Solutions,Manufacturing,7.3
Robotics Engineer,91852,Mid-Level,Full-Time,ISRAEL,Medium,Hybrid,"deep learning, tensorflow, azure",Bachelor,2,09-02-2024,27-02-2024,Smart Analytics,Energy,6.7
Data Scientist,108220,Entry-Level,Contract,DENMARK,Large,Hybrid,"tableau, computer vision, aws, git",PhD,1,09-12-2024,12-02-2025,Smart Analytics,Finance,8.5
Nlp Engineer,44513,Entry-Level,Freelance,ISRAEL,Small,Fully remote,"scala, azure, statistics",Master,0,27-01-2024,16-02-2024,Quantum Computing Inc,Education,6.1
Autonomous Systems Engineer,115978,Mid-Level,Part-Time,FINLAND,Large,Hybrid,"azure, spark, mathematics, java",PhD,4,19-08-2024,25-10-2024,DeepTech Ventures,Government,8
Ai Architect,60623,Entry-Level,Full-Time,IRELAND,Large,on-site,"git, python, tensorflow, gcp, linux",Associate,0,10-05-2024,12-06-2024,AI Innovations,Manufacturing,8.5
Machine Learning Researcher,193676,Senior-Level,Full-Time,DENMARK,Medium,Fully remote,"docker, mathematics, python",Associate,6,05-03-2024,13-05-2024,Cloud AI Solutions,Technology,6.2
Computer Vision Engineer,101827,Mid-Level,Contract,NORWAY,Small,Fully remote,"kubernetes, git, deep learning, python",Bachelor,2,06-03-2025,05-05-2025,Autonomous Tech,Real Estate,9.4
Ai Consultant,90586,Entry-Level,Full-Time,SINGAPORE,Large,on-site,"statistics, aws, python",PhD,0,22-01-2024,16-03-2024,Cognitive Computing,Real Estate,5.1
Ai Specialist,194601,Executive-Level,Part-Time,CANADA,Medium,Hybrid,"sql, kubernetes, gcp",PhD,11,21-09-2024,16-10-2024,Future Systems,Transportation,5.7
Data Engineer,276912.875,Executive-Level,Freelance,SWITZERLAND,Large,Hybrid,"r, pytorch, java, gcp, deep learning",Associate,15,24-05-2024,04-08-2024,Algorithmic Solutions,Government,9.9
Ai Specialist,111690,Senior-Level,Contract,CANADA,Large,Fully remote,"git, python, spark",Master,5,04-04-2024,23-05-2024,Future Systems,Transportation,6.3
Machine Learning Researcher,74807,Mid-Level,Contract,FRANCE,Small,Fully remote,"scala, python, mathematics, gcp, linux",Bachelor,3,19-09-2024,05-11-2024,Predictive Systems,Automotive,8.2
Machine Learning Researcher,68533,Entry-Level,Full-Time,AUSTRALIA,Small,Fully remote,"gcp, r, linux, mathematics, java",PhD,0,14-08-2024,10-10-2024,Quantum Computing Inc,Gaming,7.9
Robotics Engineer,130226,Senior-Level,Contract,NETHERLANDS,Large,Fully remote,"pytorch, docker, tensorflow, java, aws",Bachelor,5,24-05-2024,22-06-2024,Future Systems,Healthcare,5.1
Ai Specialist,112790,Mid-Level,Part-Time,UNITED KINGDOM,Large,Hybrid,"tensorflow, java, tableau, computer vision, r",Associate,4,28-02-2025,25-04-2025,Cloud AI Solutions,Manufacturing,6
Data Scientist,189996,Executive-Level,Part-Time,CANADA,Large,Fully remote,"python, azure, scala, statistics, pytorch",Associate,11,15-12-2024,28-01-2025,DataVision Ltd,Retail,9.4
Ai Research Scientist,114387,Mid-Level,Contract,NORWAY,Medium,Hybrid,"tableau, spark, linux, python",PhD,4,10-06-2024,15-07-2024,Autonomous Tech,Media,6.5
Machine Learning Engineer,185728,Senior-Level,Freelance,SWITZERLAND,Small,Hybrid,"spark, java, scala, aws",PhD,7,25-01-2024,08-02-2024,AI Innovations,Technology,8.7
Computer Vision Engineer,142898,Executive-Level,Part-Time,FRANCE,Medium,Hybrid,"sql, hadoop, scala",PhD,16,13-07-2024,14-08-2024,TechCorp Inc,Real Estate,9.6
Autonomous Systems Engineer,84890,Entry-Level,Full-Time,FINLAND,Large,Fully remote,"kubernetes, python, git",Associate,1,01-08-2024,07-09-2024,AI Innovations,Retail,8.7
Machine Learning Researcher,95220,Entry-Level,Contract,JAPAN,Large,on-site,"scala, spark, nlp, tableau",Associate,1,11-03-2025,23-04-2025,Neural Networks Co,Technology,9.8
Machine Learning Engineer,73529,Entry-Level,Full-Time,NORWAY,Medium,on-site,"linux, data visualization, spark, sql",Bachelor,0,10-12-2024,27-01-2025,Advanced Robotics,Consulting,9
Ai Specialist,96565,Mid-Level,Full-Time,NETHERLANDS,Small,Fully remote,"python, sql, pytorch, deep learning",Bachelor,4,05-04-2025,14-05-2025,Quantum Computing Inc,Technology,9.1
Ai Research Scientist,81266,Entry-Level,Part-Time,ISRAEL,Large,Fully remote,"gcp, kubernetes, java, python, sql",Master,1,20-01-2024,02-03-2024,Cloud AI Solutions,Consulting,7.2
Deep Learning Engineer,120489,Senior-Level,Freelance,CANADA,Large,Fully remote,"gcp, linux, r, sql",Master,8,17-07-2024,15-09-2024,TechCorp Inc,Retail,9.3
Ml Ops Engineer,160293,Senior-Level,Contract,SINGAPORE,Large,Fully remote,"docker, deep learning, nlp, pytorch, scala",Associate,7,29-04-2024,11-07-2024,DataVision Ltd,Transportation,6.5
Research Scientist,259694,Executive-Level,Freelance,CANADA,Large,Fully remote,"r, deep learning, mathematics, statistics",Bachelor,16,20-02-2025,04-04-2025,TechCorp Inc,Healthcare,6.2
Nlp Engineer,134216,Senior-Level,Part-Time,AUSTRALIA,Medium,Hybrid,"linux, spark, mlops, pytorch",Associate,7,05-01-2025,15-03-2025,DeepTech Ventures,Government,5.1
Machine Learning Engineer,70756,Mid-Level,Freelance,SOUTH KOREA,Medium,Hybrid,"linux, scala, mathematics",PhD,3,09-06-2024,01-08-2024,DataVision Ltd,Healthcare,8.6
Ai Software Engineer,74648,Mid-Level,Contract,ISRAEL,Medium,Hybrid,"scala, tableau, r, sql",Associate,2,05-08-2024,18-09-2024,TechCorp Inc,Healthcare,5.5
Deep Learning Engineer,62208,Entry-Level,Full-Time,FRANCE,Medium,Fully remote,"java, scala, mlops, nlp, tensorflow",Bachelor,0,06-02-2024,03-04-2024,Cognitive Computing,Technology,9.7
Ai Research Scientist,127798,Senior-Level,Part-Time,IRELAND,Medium,on-site,"kubernetes, scala, mlops",Associate,6,16-12-2024,18-02-2025,Machine Intelligence Group,Government,9.1
Research Scientist,44314,Mid-Level,Full-Time,CHINA,Large,on-site,"statistics, r, git, computer vision",Bachelor,3,22-03-2024,18-04-2024,Autonomous Tech,Transportation,5.3
Machine Learning Researcher,112441,Senior-Level,Full-Time,SWEDEN,Small,Fully remote,"scala, azure, nlp, deep learning",Master,5,16-01-2025,24-02-2025,Cloud AI Solutions,Finance,9.8
Ai Architect,67815,Entry-Level,Part-Time,NETHERLANDS,Small,on-site,"statistics, docker, r, gcp",Associate,0,16-01-2024,19-02-2024,Advanced Robotics,Technology,9.4
Ai Software Engineer,116101,Mid-Level,Full-Time,NORWAY,Large,Hybrid,"mlops, python, data visualization, nlp, tensorflow",Master,4,11-07-2024,14-08-2024,DeepTech Ventures,Manufacturing,6.6
Ai Software Engineer,142224,Executive-Level,Part-Time,GERMANY,Medium,Hybrid,"data visualization, mlops, r, spark",Associate,15,17-08-2024,12-09-2024,Cloud AI Solutions,Transportation,5.2
Data Engineer,122247,Senior-Level,Part-Time,UNITED STATES,Medium,Hybrid,"sql, pytorch, mlops, java, tensorflow",Master,5,18-02-2024,16-04-2024,Algorithmic Solutions,Healthcare,6.7
Data Analyst,68996,Senior-Level,Part-Time,CHINA,Large,Fully remote,"sql, linux, gcp",Bachelor,5,10-06-2024,22-07-2024,Cloud AI Solutions,Energy,5.9
Ai Research Scientist,58278,Entry-Level,Contract,UNITED KINGDOM,Small,Fully remote,"tensorflow, kubernetes, linux, tableau",Associate,1,16-08-2024,16-09-2024,Digital Transformation LLC,Retail,8.6
Ai Product Manager,161500,Senior-Level,Contract,AUSTRALIA,Large,Fully remote,"kubernetes, r, sql",Associate,8,14-11-2024,07-01-2025,TechCorp Inc,Technology,8.2
Data Analyst,97036,Entry-Level,Part-Time,DENMARK,Large,on-site,"python, nlp, docker",PhD,0,20-12-2024,20-02-2025,Smart Analytics,Transportation,6.7
Ai Product Manager,97890,Mid-Level,Part-Time,FINLAND,Large,Fully remote,"statistics, mathematics, deep learning, linux",PhD,2,14-09-2024,07-10-2024,DataVision Ltd,Media,9.9
Ai Product Manager,192865,Executive-Level,Contract,FRANCE,Large,on-site,"sql, statistics, mathematics, nlp",Associate,11,12-07-2024,07-09-2024,DeepTech Ventures,Manufacturing,9.7
Computer Vision Engineer,19662,Entry-Level,Freelance,INDIA,Medium,on-site,"linux, aws, sql, data visualization",Master,1,08-01-2024,15-02-2024,Algorithmic Solutions,Manufacturing,8.7
Research Scientist,95674,Senior-Level,Contract,SWEDEN,Small,on-site,"nlp, git, kubernetes, azure, aws",PhD,7,24-08-2024,16-09-2024,Autonomous Tech,Finance,8.1
Head Of Ai,83952,Entry-Level,Contract,NETHERLANDS,Large,Hybrid,"statistics, r, azure, gcp",Bachelor,1,22-01-2025,12-03-2025,Neural Networks Co,Healthcare,8.3
Autonomous Systems Engineer,70247,Entry-Level,Part-Time,IRELAND,Small,on-site,"spark, tableau, azure",Associate,1,10-02-2025,16-04-2025,Cloud AI Solutions,Gaming,7.3
Computer Vision Engineer,194385,Executive-Level,Freelance,UNITED KINGDOM,Small,Hybrid,"python, tableau, aws, azure",Bachelor,14,07-04-2025,11-05-2025,Autonomous Tech,Transportation,8.8
Machine Learning Researcher,50464,Mid-Level,Full-Time,CHINA,Medium,Fully remote,"nlp, python, kubernetes, docker",Associate,2,11-11-2024,17-12-2024,Neural Networks Co,Telecommunications,5.9
Ai Architect,71270,Entry-Level,Freelance,NETHERLANDS,Small,on-site,"gcp, linux, mlops",Bachelor,0,05-03-2024,28-03-2024,Autonomous Tech,Energy,6.4
Ai Specialist,243177,Executive-Level,Full-Time,AUSTRALIA,Medium,Hybrid,"mathematics, python, sql",Bachelor,12,04-11-2024,26-11-2024,Cloud AI Solutions,Automotive,9.4
Data Scientist,239543,Executive-Level,Freelance,AUSTRIA,Medium,on-site,"mlops, sql, deep learning, kubernetes",Bachelor,15,08-01-2025,18-03-2025,Cognitive Computing,Manufacturing,6.6
Machine Learning Engineer,53499,Entry-Level,Part-Time,SOUTH KOREA,Small,on-site,"data visualization, aws, mathematics, tableau, deep learning",Master,1,03-04-2025,08-05-2025,Advanced Robotics,Energy,5.8
Computer Vision Engineer,150607,Executive-Level,Full-Time,ISRAEL,Medium,Hybrid,"r, sql, pytorch",Associate,18,27-01-2024,08-04-2024,Cognitive Computing,Government,5.7
Ai Specialist,79623,Entry-Level,Freelance,UNITED STATES,Large,on-site,"computer vision, tableau, kubernetes, linux",Master,1,12-06-2024,09-08-2024,Autonomous Tech,Transportation,7.7
Ai Architect,81308,Entry-Level,Part-Time,UNITED STATES,Large,Hybrid,"r, python, tableau",Associate,0,23-02-2025,09-03-2025,Cloud AI Solutions,Media,6.6
Head Of Ai,123946,Senior-Level,Full-Time,AUSTRALIA,Small,Fully remote,"tableau, data visualization, mathematics",PhD,9,19-01-2024,29-03-2024,Digital Transformation LLC,Government,8.6
Ml Ops Engineer,42381,Senior-Level,Contract,INDIA,Small,on-site,"python, nlp, azure, tensorflow",Associate,9,24-01-2025,22-03-2025,Autonomous Tech,Retail,5.4
Data Analyst,35803,Mid-Level,Contract,CHINA,Small,on-site,"git, tensorflow, python, aws, kubernetes",Associate,4,04-06-2024,16-07-2024,Algorithmic Solutions,Education,6.4
Data Analyst,126100,Senior-Level,Full-Time,NETHERLANDS,Large,Hybrid,"pytorch, tableau, hadoop, kubernetes",Bachelor,7,10-04-2024,24-05-2024,Digital Transformation LLC,Government,7.4
Nlp Engineer,138184,Senior-Level,Full-Time,NORWAY,Medium,Fully remote,"pytorch, hadoop, mlops, azure",Master,9,30-03-2025,25-04-2025,Algorithmic Solutions,Gaming,5.2
